,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,HPAPeaksPause98CPU60,DM98CPU60RT500,,52.28,153.28,151.8,HPAPeaksPause98CPU60,DM98CPU60RT500,FA,,,,,,,,,HPA,DMAR,SAAA,#DIV/0!,0.65,,original,,,,3815,-15533,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64406256,4,17.84,99.64406256,1,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64430358,4,37.2,99.64430358,2,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64451656,4,56.92,99.64451656,3,-1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64486739,4,87.08,99.64486739,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.633997,4,98.52,99.633997,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.61843633,4,101.24,99.61843633,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59284798,4,97.04,99.59284798,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58101173,4,93.19532094,99.58101173,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58038765,4,89.71643577,99.58038765,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58063103,4,88.28,99.58063103,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58062966,4,72.4,99.58062966,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58064213,15,46.47859906,99.58064213,3,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58069709,15,32.46991667,99.58069709,2,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.580958,15,27.98392267,99.580958,2,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5815772,15,49.473048,99.5815772,3,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58202547,15,78.775968,99.58202547,4,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58255159,15,109.8847437,99.58255159,5,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58300555,15,131.4375944,99.58300555,6,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58354733,14,139.36,99.58354733,7,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58400022,14,140.8,99.58400022,7,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58445044,14,142.8,99.58445044,7,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58487924,14,136.1614658,99.58487924,6,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5852091,14,127.16,99.5852091,6,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5854097,14,103.68,99.5854097,5,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58566156,14,77.88,99.58566156,4,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58565118,14,50.68,99.58565118,3,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58561587,14,21,99.58561587,1,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58558375,14,3.68,99.58558375,1,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58555721,14,0,99.58555721,0,-14,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5855321,13,0,99.5855321,0,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5855402,13,0.44,99.5855402,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58551333,13,3.68,99.58551333,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58564827,13,16.68,99.58564827,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58605578,13,45.76,99.58605578,2,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5867153,13,80.2,99.5867153,4,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58727322,12,113.08,99.58727322,5,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58773014,12,138.12,99.58773014,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58822117,12,148.12,99.58822117,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58876046,12,150.32,99.58876046,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58919709,12,149.92,99.58919709,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.58975105,12,149.36,99.58975105,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59019172,12,151.88,99.59019172,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59060872,12,141.76,99.59060872,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5906984,12,112.4,99.5906984,5,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59090482,12,83.12,99.59090482,4,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59092914,12,42.88,99.59092914,2,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59102598,12,20.36,99.59102598,1,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59114064,12,21.72,99.59114064,1,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59123458,12,29.8,99.59123458,2,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59132008,11,36.56,99.59132008,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59144602,11,38.36,99.59144602,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59153821,11,37.92,99.59153821,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59156644,11,31.09730667,99.59156644,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59154757,11,24.6,99.59154757,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59187283,11,23.72,99.59187283,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59220728,11,42.52,99.59220728,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5926397,10,71.16,99.5926397,4,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59318627,10,108.28,99.59318627,5,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59361678,10,136.24,99.59361678,6,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59408488,10,147.4,99.59408488,7,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59459822,10,151.56,99.59459822,7,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59505146,10,149.4816754,99.59505146,7,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59538543,10,133.92,99.59538543,6,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59536707,10,99.2,99.59536707,5,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59558698,10,64.03,99.59558698,3,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59554566,10,26.6,99.59554566,2,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59553966,10,3.250686667,99.59553966,1,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59550929,10,0,99.59550929,0,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59548664,10,0,99.59548664,0,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5955519,9,4.88,99.5955519,1,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59592842,9,41.32,99.59592842,2,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59641418,9,82.56,99.59641418,4,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59693019,9,113.08,99.59693019,5,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.597339,9,141.56,99.597339,7,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59807354,9,147.96,99.59807354,7,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59851538,9,150.24,99.59851538,7,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59892144,8,140.8,99.59892144,7,-1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59918379,8,125.52,99.59918379,6,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.599361,8,109.92,99.599361,5,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59961034,8,89.04,99.59961034,4,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59980531,8,73.44,99.59980531,4,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60002461,8,70.96,99.60002461,4,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60013867,8,65.6,99.60013867,3,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60017928,8,56.16,99.60017928,3,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60044282,8,37.2,99.60044282,2,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60041697,7,21.8,99.60041697,1,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60039598,7,7.56,99.60039598,1,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60035429,7,1.88,99.60035429,1,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60033933,7,0,99.60033933,0,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60032492,7,0,99.60032492,0,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60030613,7,0,99.60030613,0,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60058348,7,25.52,99.60058348,2,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60097209,6,55.12,99.60097209,3,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60126134,6,78.92,99.60126134,4,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60167656,6,94.48,99.60167656,5,-1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60175131,6,84.32,99.60175131,4,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60172678,6,45.4,99.60172678,2,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60169993,6,23.8,99.60169993,2,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60168307,6,9.68,99.60168307,1,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60167426,6,0.76,99.60167426,1,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60164064,6,0,99.60164064,0,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60161067,6,0,99.60161067,0,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60158026,6,0,99.60158026,0,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60155385,5,0,99.60155385,0,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60176666,5,0,99.60176666,0,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60174261,5,0,99.60174261,0,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60173133,5,0,99.60173133,0,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60170312,5,0.08,99.60170312,1,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60175126,5,4,99.60175126,1,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60174741,5,7,99.60174741,1,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60174273,4,9.2,99.60174273,1,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60181693,4,14.64,99.60181693,1,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60194308,4,28.28,99.60194308,2,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60225469,4,48.6,99.60225469,3,-1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60108902,4,67.16,99.60108902,3,-1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.59043293,4,89,99.59043293,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.56802071,4,94.68,99.56802071,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55220604,4,94.76,99.55220604,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53315018,4,91.6,99.53315018,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52937117,4,89.96,99.52937117,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52974638,4,89.75446213,99.52974638,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52985952,4,78.72,99.52985952,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52981295,4,54.32,99.52981295,3,-1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52984536,15,35.32208667,99.52984536,2,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53024867,15,28.20470779,99.53024867,2,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5306819,15,40.19199889,99.5306819,2,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53114227,15,67.036668,99.53114227,3,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53160683,15,96.462196,99.53160683,5,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53211859,15,122.4537947,99.53211859,6,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53265087,15,135.36,99.53265087,6,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53320511,14,139.64,99.53320511,7,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53368367,14,141.64,99.53368367,7,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53413087,14,140.36,99.53413087,7,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53454233,14,133.28,99.53454233,6,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53502968,14,116.64,99.53502968,6,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53513563,14,88.2,99.53513563,4,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53511836,14,58.32,99.53511836,3,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53510324,14,31.12,99.53510324,2,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53512001,14,12.94176,99.53512001,1,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53502236,14,0.6,99.53502236,1,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53500942,14,0,99.53500942,0,-14,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53498605,13,0.08,99.53498605,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53501732,13,1.56,99.53501732,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53504264,13,7.16,99.53504264,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53559499,13,32.04,99.53559499,2,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5360875,13,64,99.5360875,3,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53655195,13,95.6,99.53655195,5,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53712628,12,128.84,99.53712628,6,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53758286,12,143.96,99.53758286,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5381868,12,150.04,99.5381868,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53871584,12,150.04,99.53871584,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53916952,12,147.56,99.53916952,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53974324,12,149.96,99.53974324,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54022681,12,149.76,99.54022681,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54071954,12,123.6,99.54071954,6,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54070624,12,94.84,99.54070624,5,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54067804,12,58.64,99.54067804,3,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54080288,12,30.84,99.54080288,2,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54091131,12,18.48,99.54091131,1,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54101255,12,27.8,99.54101255,2,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54111862,12,35.84,99.54111862,2,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54122729,11,38.12,99.54122729,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54136333,11,38.32,99.54136333,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54141001,11,36.24,99.54141001,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54162286,11,25.68,99.54162286,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54166948,11,22.56,99.54166948,1,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54187957,11,30.64,99.54187957,2,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54232934,11,51.04,99.54232934,3,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54288887,10,94,99.54288887,5,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5434318,10,125,99.5434318,6,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54389664,10,145.04,99.54389664,7,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54436864,10,150.12,99.54436864,7,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54488313,10,150.4,99.54488313,7,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5453723,10,142.48,99.5453723,7,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54568201,10,114.48,99.54568201,6,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54566313,10,81.92,99.54566313,4,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54567699,10,42.2,99.54567699,2,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54564443,10,10.56,99.54564443,1,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54557452,10,0,99.54557452,0,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54557792,10,0,99.54557792,0,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54555523,10,0.36,99.54555523,1,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5458871,9,27.28,99.5458871,2,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54631391,9,53.96,99.54631391,3,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54685565,9,94.25354,99.54685565,5,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54762852,9,140.04621,99.54762852,7,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54805045,9,149.52,99.54805045,7,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54859392,9,148.2,99.54859392,7,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54903899,9,148.04,99.54903899,7,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54935253,8,129.72,99.54935253,6,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54961108,8,113.44,99.54961108,5,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54979169,8,95.92,99.54979169,5,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55006012,8,77.76,99.55006012,4,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55025761,8,71.16,99.55025761,4,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55068985,8,67.56,99.55068985,3,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55076732,8,58.64,99.55076732,3,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55078539,8,47.36,99.55078539,3,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55081328,7,29.56,99.55081328,2,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55078504,7,14.84,99.55078504,1,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55073424,7,3.16,99.55073424,1,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55070524,7,0.12,99.55070524,1,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55068374,7,0,99.55068374,0,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55068527,7,0,99.55068527,0,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55072569,7,7,99.55072569,1,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55090564,6,43.76,99.55090564,2,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55126237,6,70.64,99.55126237,4,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55144972,6,83.12,99.55144972,4,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55160687,6,89.64,99.55160687,4,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55159497,6,56,99.55159497,3,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55157989,6,27.84,99.55157989,2,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55155256,6,14.16,99.55155256,1,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55152618,6,3.4,99.55152618,1,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55152124,6,0,99.55152124,0,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55147256,6,0,99.55147256,0,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55167859,6,0,99.55167859,0,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55165246,6,0,99.55165246,0,-6,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5516677,5,0,99.5516677,0,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55162887,5,0,99.55162887,0,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55158972,5,0,99.55158972,0,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55158389,5,0,99.55158389,0,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55157279,5,1.36,99.55157279,1,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55163941,5,6.2,99.55163941,1,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55161913,5,7.72,99.55161913,1,-4,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55162203,4,12.04,99.55162203,1,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55200226,4,20.44,99.55200226,1,-3,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55219818,4,38.24,99.55219818,2,-2,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55257977,4,63.28,99.55257977,3,-1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55173114,4,80.2,99.55173114,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5490784,4,99.72,99.5490784,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53881642,4,101.4,99.53881642,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53830657,4,99.72,99.53830657,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52962417,4,96.99628859,99.52962417,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52984333,4,94.12,99.52984333,5,1,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53007509,4,86.17098667,99.53007509,4,0,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53013987,15,67.68798,99.53013987,3,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5301144,15,43.77396323,99.5301144,2,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53024147,15,29.14878733,99.53024147,2,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53049306,15,27.66698933,99.53049306,2,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53096352,15,56.53462533,99.53096352,3,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53141373,15,84.415112,99.53141373,4,-11,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53186437,14,113.5721787,99.53186437,5,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5323517,14,132.12,99.5323517,6,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53283364,14,137.08,99.53283364,6,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53337613,14,141.56,99.53337613,7,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53402862,14,140.36,99.53402862,7,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53442185,14,136.84,99.53442185,6,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5347669,14,127.72,99.5347669,6,-8,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53496332,14,104.68,99.53496332,5,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53495698,14,70.6,99.53495698,4,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53492448,14,41.92,99.53492448,2,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53494564,14,17.64,99.53494564,1,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53490088,14,3.72,99.53490088,1,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53485205,14,0,99.53485205,0,-14,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53482807,13,0,99.53482807,0,-13,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53500556,13,0.88,99.53500556,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53507814,13,4.28,99.53507814,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53520449,13,16.8,99.53520449,1,-12,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53560132,13,50.36,99.53560132,3,-10,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53614483,13,85.04,99.53614483,4,-9,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53659684,13,114.6,99.53659684,6,-7,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53712898,12,140.52,99.53712898,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53759814,12,149.04,99.53759814,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53813634,12,150.76,99.53813634,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5386273,12,149.04,99.5386273,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.53928782,12,150.12,99.53928782,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5398218,12,150.08,99.5398218,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.540211,12,144.24,99.540211,7,-5,70
,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54028043,12,113.37372,99.54028043,5,-7,70
